id,title,addres,district,lat,lon,geocode_status,geocode_source,geocode_confidence,price,area,rooms,floor,total_floors,source_url,image_url,description,deal_type,building_type,metro_station,metro_time_minutes,created_at
87,"1-комн. квартира, 40 м²","Москва, ЗАО, ул. Раменки, 10",Раменки,55.690302,37.491023,geocoded,nominatim,0.55,19 000 000 ₽,40 м²,1,12,17,https://www.cian.ru/sale/flat/328059859/?context=3.BgAEcCrnHT4.XCEHDxNEU5-tHyXj3ZKP-SW-Jv66SjgTGn4BFuYV72uqtVeZVlDcawomccu5UNjzzZPALZdvh3EcZg&mlSearchSessionGuid=13c5498817cc5ef274d0d0b809744981,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-ramenki-2834997644-1.jpg,Современный дом.,Продажа,Монолитный,Раменки,10,2026-04-01
88,"2-комн. квартира, 52 м²","Москва, СВАО, ул. Енисейская, 25",Бабушкинский,55.871422,37.664193,geocoded,nominatim,0.55,15 200 000 ₽,52 м²,2,6,9,https://www.cian.ru/sale/flat/328417480/?context=3.z6MFjN2-q1I.bvaJf3Hk6laiLi3OQMcOWT2065beMgtttvfaaQhY87dIQjdWs85NIvPBVb24DS8qj_KOh-14XZGWyQ&mlSearchSessionGuid=225a5ac9de7ce98934376f46e2f0b80f,https://images.cdn-cian.ru/images/2844716678-1.jpg,"Чисто, аккуратно.",Продажа,Панельный,Бабушкинская,8,2026-04-02
89,"1-комн. квартира, 36 м²","Москва, ЮВАО, ул. Ставропольская, 15",Текстильщики,55.681218,37.750487,geocoded,nominatim,0.55,10 500 000 ₽,36 м²,1,5,9,https://www.cian.ru/sale/flat/327956493/?context=3.95XVrSasuMU.x_2EwMguU9A1pviHl_qbj4ArH0Va9ZjVFy48u3745MrPzLDMYHfI4l8IAisyJLGT4lESVWXqLLMDnA&mlSearchSessionGuid=756e6cf2ef532759aae5ee3c2396e6a9,https://images.cdn-cian.ru/images/kvartira-moskva-stavropolskaya-ulica-2832598985-1.jpg,Типовая.,Продажа,Панельный,Текстильщики,7,2026-04-01
90,"3-комн. квартира, 88 м²","Москва, СЗАО, ул. Исаковского, 15",Щукино,55.818801,37.400170,geocoded,nominatim,0.55,32 500 000 ₽,88 м²,3,14,18,https://www.cian.ru/sale/flat/327767789/?context=3.DDwo5DMehaE.8N3XQx5DPiSXIHxLz2g6V3LBGEEcObWRMOeFbpBwzc8p1eOFO4L49XbXkPPA_0jI2fvHBJcxwM9Fsw&mlSearchSessionGuid=55e3deda4fd972bd326a11f2a67ca0f3,https://images.cdn-cian.ru/images/2828169583-1.jpg,Видовая.,Продажа,Монолитный,Щукинская,10,2026-04-02
91,"2-комн. квартира, 50 м²","Москва, ЮЗАО, ул. Гарибальди, 20",Черемушки,55.672179,37.545722,geocoded,nominatim,0.55,17 000 000 ₽,50 м²,2,5,9,https://www.cian.ru/sale/flat/327890175/?context=3.CSB6bre9esw.2xgO4KCHKmJUwjOqucNXuQyxf2_3SoBIi9reIRCXr8sMmVpcyIzT7BfMD6TROy7oWTzoiDUdFbfl-w&mlSearchSessionGuid=744a43dcd839afb5a4b1a66f2646abbb,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-garibaldi-2830854816-1.jpg,Рядня метро.,Продажа,Панельный,Новые Черемушки,7,2026-04-01
92,"1-комн. квартира, 39 м²","Москва, САО, Ленинградский пр-т, 50",Аэропорт,55.796974,37.542877,geocoded,nominatim,0.55,18 500 000 ₽,39 м²,1,10,12,https://www.cian.ru/sale/flat/326113360/?context=3.hoURY6W_nV0.DLn7gz07H78XbYl7XPfxABlEhaSVcVrWMq0-GiL4SL2ku7be2Dr6Q4SuJcwypVMd3WVMj6lV2-PGZg&mlSearchSessionGuid=8e6012cc3b8371f3299743b80d5bc93a,https://images.cdn-cian.ru/images/2781596385-1.jpg,Сталинка.,Продажа,Кирпичный,Аэропорт,5,2026-04-02
93,"4-комн. квартира, 118 м²","Москва, ВАО, Измайловское ш., 60",Измайлово,55.780134,37.738322,geocoded,nominatim,0.55,33 000 000 ₽,118 м²,4,8,12,https://balashikha.cian.ru/sale/flat/319509443/?context=3.MZlj5-0XDD4.g0ZojT4uwX3ntrVRjp6VFVHtlvAJKDr7F53i2QtSFnNMlfHFhEhL76YJnLyzpVR3ehN39TlyDr44BA&mlSearchSessionGuid=c8904946cc71f71493a511188771c725,https://images.cdn-cian.ru/images/kvartira-balashiha-reutovskaya-ulica-2553598001-1.jpg,Большая семья.,Продажа,Кирпичный,Измайловская,8,2026-04-01
94,"1-комн. квартира, 34 м²","Москва, ЮАО, Варшавское ш., 125",Чертаново Центральное,55.627009,37.620196,geocoded,nominatim,0.55,10 800 000 ₽,34 м²,1,3,9,https://www.cian.ru/sale/flat/324336925/?context=3.9Q44bhtL6Rw.w9L5SRDsyljdxiN4lbAKrgIdZdTeFCP1bmashjE-NQk-_iAiDKdlxzy3Dz9485D0qqGXZsd7KT9oIQ&mlSearchSessionGuid=155f6e4ac402e72372d3a20981a8ccfe,https://images.cdn-cian.ru/images/kvartira-moskva-varshavskoe-shosse-2713340295-1.jpg,Низкий этаж.,Продажа,Панельный,Чертановская,5,2026-04-02
95,"2-комн. квартира, 58 м²","Москва, ЗАО, ул. Лобачевского, 80",Очаково-Матвеевское,55.673888,37.488709,geocoded,nominatim,0.55,20 000 000 ₽,58 м²,2,9,14,https://www.cian.ru/sale/flat/328074624/?context=3.123pWJNKAtE.YoYkAie8KUKls2P_gXqgr-2dGSI_MmoKQTkSa3p_-193T-qmac8mNPKt4Nd51lQI1pztPWOcFpiE1g&mlSearchSessionGuid=16541d7ee22b01af376f87ca30577897,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-lobachevskogo-2835364592-1.jpg,Хороший ремонт.,Продажа,Кирпичный,Проспект Вернадского,10,2026-04-01
96,"3-комн. квартира, 77 м²","Москва, СВАО, ул. Хачатуряна, 20",Северное Медведково,55.862026,37.604460,geocoded,nominatim,0.55,22 000 000 ₽,77 м²,3,12,17,https://www.cian.ru/sale/flat/328257881/?context=3.4Dfs8nyX4PY.zUQoLDdU2qM5e1_i5Ni7o1nLpKcd9tQmviyu_Ky9kKNpCeHK5e5A-U2oLdjGC80ZFN1QHnGizKKAMQ&mlSearchSessionGuid=33f4abadbf7825151cf5f51ecd3ef7de,https://images.cdn-cian.ru/images/dolya-v-kvartire-moskva-ulica-hachaturyana-2839836424-1.jpg,Евро.,Продажа,Монолитный,Алтуфьево,15,2026-04-02
97,"1-комн. квартира, 41 м²","Москва, СЗАО, ул. Твардовского, 5",Строгино,55.796128,37.393826,geocoded,nominatim,0.55,15 500 000 ₽,41 м²,1,10,18,https://www.cian.ru/sale/flat/327517551/?context=3.Ip28DHOG26s.qckZtcxa43u6l5nI4Ie3DWkODJ-ug7vxHgA-kpqqSqDwW0tpdg49_9mOamV86sJzEmK9bFmyw01PEw&mlSearchSessionGuid=662bac4560629e0f884bf9b0d35e046a,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-tvardovskogo-2822359641-1.jpg,Вид на лес.,Продажа,Монолитный,Строгино,10,2026-04-01
98,"2-комн. квартира, 53 м²","Москва, ЮВАО, ул. Перерва, 40",Марьино,55.653430,37.736357,geocoded,nominatim,0.55,12 000 000 ₽,53 м²,2,5,9,https://www.cian.ru/sale/flat/327193877/?context=3.AHeo8jQYuJE.YAev5XRTTu-Y_lUjLsFSwTHj67D8Jjy2Ik-ThsN8GHzaI1a6AoBv-Sp6Bu3iaPN3KG1lcQo09LU5Ew&mlSearchSessionGuid=8b2db3f886d4b3fdee54266bdd02364f,https://images.cdn-cian.ru/images/2814190980-1.jpg,Спальный район.,Продажа,Панельный,Марьино,8,2026-04-02
99,"1-комн. квартира, 46,5 м²","Москва, Шифт жилой комплекс",Донской,55.710720,37.591853,geocoded,cian-page,0.93,42180150.0,46.5,1.0,2.0,18.0,https://www.cian.ru/sale/flat/317927888/,https://images.cdn-cian.ru/images/2667526020-1.jpg,"1-к квартира в премиальном комплексе SHIFT на 2-м этаже 18-этажного здания, в 300 м от Нескучного сада.",primary,Монолитный,Ленинский проспект,7.0,2026-04-03 01:34:00
100,"Уют I Тишина I Подземный паркинг 2-комн. квартира, 90 м²","Москва, Крылатская ул., 45К2",Крылатское,55.769844,37.398109,geocoded,nominatim,0.55,55000000.0,90.0,2.0,2.0,7.0,https://www.cian.ru/sale/flat/318555340/,https://images.cdn-cian.ru/images/2826691756-1.jpg,"Уютная квартира в ЖК «Долина грез» с качественным ремонтом, высокими потолками и машино-местом в стоимости.",свободная продажа,Кирпичный,Крылатское,6.0,2026-04-03 09:48:00
101,3-комнатн квартира в ЖК Headliner,"Москва, Шмитовский проезд, 39к6",Пресненский,55.754702,37.525850,geocoded,nominatim,0.55,41800000.0,94.0,3.0,3.0,51.0,https://www.cian.ru/sale/flat/318815971/,https://images.cdn-cian.ru/images/kvartira-moskva-shmitovskiy-proezd-2527566107-1.jpg,"Продаётся 3-комнатная квартира евроформата в ЖК HEADLINER, общей площадью 94 кв.м., на 3 этаже, без отделки. Квартира готова к продаже: ключи получены, собственность оформлена.",resale,,Шелепиха,5.0,2026-03-25 11:59:00
102,"Место, где хочется задержаться","Москва, САО, р-н Головинский, Северный административный округ, Михалковский жилой комплекс",Головинский,55.839821,37.513000,geocoded,cian-page,0.93,17991519.0,35.4,2.0,4.0,20.0,https://www.cian.ru/sale/flat/320162571/,https://images.cdn-cian.ru/images/2830471812-1.jpg,Новая квартира в жилом комплексе Михалковский. Современный проект с собственной инфраструктурой и хорошей транспортной доступностью.,primary,Монолитный,Водный стадион,25.0,2026-04-03 10:12:00
103,"Продается 1-комн. квартира, 55,8 м²","Москва, ЮАО, р-н Даниловский, Дербеневская наб., 27с24",Даниловский,55.725332,37.654277,geocoded,cian-page,0.93,58164804.0,55.8,1.0,3.0,11.0,https://www.cian.ru/sale/flat/320335397/,https://images.cdn-cian.ru/images/2831713189-2.jpg,"Прямая продажа от застройщика. 1-комнатная квартира без отделки в клубном доме ОПУС, дом не сдан.",долевое участие (214-ФЗ),монолитно-кирпичный,Павелецкая,16.0,2026-04-03 09:40:00
104,"2-комн. квартира, 91,1 м²","Москва, ЮАО, р-н Даниловский, Дербеневская наб., 27с24",Даниловский,55.725332,37.654277,geocoded,cian-page,0.93,89869239.0,91.1,2.0,3.0,11.0,https://www.cian.ru/sale/flat/320335475/,https://images.cdn-cian.ru/images/2831713354-2.jpg,Прямая продажа от застройщика! Продаётся 2-к квартира общей площадью 91.1 кв. м. на 3-м этаже 11 этажного дома. Клубный дом ОПУС — современный проект компании PIONEER с парковой территорией и видами на Москву-реку.,долевое участие (214-ФЗ),Монолитно-кирпичный,Павелецкая,16.0,2026-04-03 09:40:00
105,"Вид на тихий двор! Локация, Центр! 5-комн. квартира, 130 м²","Москва, Тверская ул., 30/2С1",Тверской,55.769891,37.597845,geocoded,nominatim,0.55,77870000.0,130.0,5.0,6.0,7.0,https://www.cian.ru/sale/flat/321072149/,https://images.cdn-cian.ru/images/2603773574-2.jpg,"Пятикомнатная квартира на Тверской улице с кухней-гостиной, высокими потолками и окнами во двор в минуте от метро Маяковская.",свободная продажа,Кирпичный,Маяковская,1.0,2026-04-03 09:48:00
106,"3-комн. квартира, 87,9 м²","Москва, САО, р-н Хорошевский, Ленинградский просп., 37/7",Хорошевский,55.793698,37.543183,geocoded,cian-page,0.93,71111151.0,87.9,3.0,8.0,41.0,https://www.cian.ru/sale/flat/321138965/,https://images.cdn-cian.ru/images/2798545858-2.jpg,"Жилой квартал премиум-класса Prime Park расположен на Ленинградском проспекте, 37/7, недалеко от центра Москвы. Квартира находится в комплексе с приватным парком, сервисом консьержей и развитой инфраструктурой.",свободная продажа,,Динамо,15.0,2026-04-03 12:22:00
107,"Квартиры с отделкой на Цветном 2-комн. квартира, 86,6 м², 8/13 этаж","Москва, Садовая-Сухаревская ул., 14",Мещанский,55.773013,37.627403,geocoded,nominatim,0.55,170688600.0,86.6,2.0,8.0,13.0,https://www.cian.ru/sale/flat/321435302/,https://images.cdn-cian.ru/images/2817686422-1.jpg,"Двухкомнатная квартира с отделкой Mid Century в клубном доме «Форум» с умным домом, приватным садом и SPA.",свободная продажа,,Сухаревская,5.0,2026-04-01 02:13:00
108,"4-комн. апартаменты, 110 м²","Москва, ЦАО, р-н Мещанский, Цветной бул., 32А",Мещанский,55.772775,37.622747,geocoded,cian-page,0.93,139900000.0,110.0,4.0,6.0,8.0,https://www.cian.ru/sale/flat/321565417/,https://images.cdn-cian.ru/images/kvartira-moskva-cvetnoy-bulvar-2829499636-2.jpg,"Потолки 3,30 м, 8 окон с видом на две стороны, огромная зона кухни, просторные гостиная и столовая, 2 спальни, обе с ванными и гардеробными. Техника Miele, сантехника Villeroy & Boch, кондиционирование с подачей очищенного воздуха и увлажнением.",resale,Монолитный,Цветной бульвар,3.0,2026-04-02 08:53:00
109,"апартаменты-студия, 20 м²","Москва, ЦАО, р-н Якиманка, ул. Большая Якиманка, 35С1",Якиманка,55.734527,37.613494,geocoded,cian-page,0.93,11500000.0,20.0,0.0,4.0,6.0,https://www.cian.ru/sale/flat/321713615/,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-bolshaya-yakimanka-2625434593-2.jpg,Готовый арендный бизнес: двухуровневая студия после нового ремонта в 5 минутах пешком от метро Октябрьская и парка Горького. В стоимость входят мебель и техника.,свободная продажа,Кирпичный,Октябрьская,4.0,2026-04-02 13:10:00
110,"Квартира для перфекциониста 3-комн. квартира, 92,7 м²","Москва, Мантулинская ул., 9к1",Пресненский,55.754714,37.546252,geocoded,nominatim,0.55,115000000.0,92.7,3.0,11.0,20.0,https://www.cian.ru/sale/flat/322285173/,https://images.cdn-cian.ru/images/2664781559-2.jpg,"Квартира в ЖК City Park с дизайнерским ремонтом, мебелью, видами на зелень и Москва-Сити, а также закрытой охраняемой территорией.",resale,Монолитный,Улица 1905 года,20.0,2026-04-03 13:15:00
111,"Старт продаж! 1-комн. квартира, 32,97 м²","Москва, Веер жилой комплекс",Можайский,55.708733,37.437062,geocoded,nominatim,0.55,18595080.0,32.97,1.0,2.0,70.0,https://www.cian.ru/sale/flat/323003557/,https://images.cdn-cian.ru/images/2669392584-2.jpg,Старт продаж новой очереди: 1-комнатная квартира без отделки в ЖК «Веер.2» рядом с Кутузовским проспектом и парком Долины реки Сетунь.,primary,Монолитный,Давыдково,21.0,2026-04-02 01:28:00
112,"5-комн. квартира, 176,2 м²","Москва, Чистопрудный бул., 14С3",Басманный,55.759954,37.644419,geocoded,nominatim,0.55,159000000.0,176.2,5.0,3.0,7.0,https://www.cian.ru/sale/flat/323109826/,https://images.cdn-cian.ru/images/2673320145-1.jpg,Уникальная квартира в доходном доме со зверями С.И. Вашкова на Чистопрудном бульваре с дизайнерским ремонтом и видом на Чистые пруды.,resale,,Сретенский бульвар,11.0,2026-04-02 21:17:00
113,"1-комн. квартира, 55,65 м²","Москва, Садовническая ул., 76/71С1",Замоскворечье,55.738651,37.640050,geocoded,cian-page,0.93,96239999.0,55.65,1.0,2.0,6.0,https://www.cian.ru/sale/flat/323162852/,https://images.cdn-cian.ru/images/2826875484-2.jpg,"Однокомнатная квартира в клубном квартале «Садовническая 69» на Балчуге с закрытым парком, велнес-центром и делюкс-инфраструктурой.",первичная продажа,,Павелецкая,14.0,2026-03-30 22:02:00
114,"3-комн. квартира, 90,1 м²","Москва, САО, р-н Хорошевский, Ленинградский просп., 37/7",Хорошевский,55.793698,37.543183,geocoded,cian-page,0.93,77803023.0,90.1,3.0,9.0,41.0,https://www.cian.ru/sale/flat/323316209/,https://images.cdn-cian.ru/images/2798545878-2.jpg,"Квартира в премиальном квартале Prime Park на Ленинградском проспекте. Комплекс предлагает приватный парк, инфраструктуру на территории и круглосуточный сервис для жителей.",свободная продажа,,Динамо,15.0,2026-04-03 12:22:00
115,"Продается 3-комн. квартира, 140 м²","Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 92",Тропарево-Никулино,55.655285,37.473168,geocoded,cian-page,0.93,70000000.0,140.0,3.0,22.0,22.0,https://www.cian.ru/sale/flat/323474464/,https://images.cdn-cian.ru/images/kvartira-moskva-prospekt-vernadskogo-2685663663-1.jpg,"Пентхаус 140 м² с премиальной отделкой, террасой и видами на парк и пруд. В квартире итальянская мебель, натуральный камень и техника премиум-класса.",свободная продажа,,Озёрная,5.0,2026-04-03 11:37:00
116,Квартира с видом на Москву-реку,"Москва, Дербеневская наб., 27с24",Даниловский,55.725451,37.654042,geocoded,nominatim,0.55,219323808.0,206.8,4.0,9.0,11.0,https://www.cian.ru/sale/flat/323646647/,https://images.cdn-cian.ru/images/2800467198-1.jpg,Прямая продажа от застройщика! Продаётся 4-к квартира общей площадью 206.8 кв. м. на 9-м этаже 11 этажного дома. Клубный дом ОПУС — современный шедевр архитектуры от компании PIONEER.,primary,Монолитно-кирпичный,Павелецкая,16.0,2026-04-03 09:40:00
117,"4-комн. квартира, 189 м²","Москва, ЦАО, р-н Тверской, Страстной бул., 10к1",Тверской,55.766106,37.611473,geocoded,cian-page,0.93,179990000.0,189.0,4.0,10.0,10.0,https://www.cian.ru/sale/flat/323681107/,https://images.cdn-cian.ru/images/2703787078-2.jpg,"Роскошная четырехкомнатная квартира в ЖК «Дом на Страстном бульваре». Планировка включает кухню-гостиную, две спальни, кабинет, гардеробную и два санузла; из окон открываются виды на Страстной бульвар и Кремль.",свободная продажа,Кирпичный,Пушкинская,3.0,2026-04-02 15:47:00
118,Светлая с идеальной планировкой,"Москва, проезд Невельского, 1к4",Лефортово,55.749415,37.700592,geocoded,nominatim,0.55,48000000.0,106.0,4.0,21.0,28.0,https://www.cian.ru/sale/flat/324301948/,https://images.cdn-cian.ru/images/kvartira-moskva-nevelskogo-proezd-2712383158-1.jpg,"Светлая квартира 106м² с идеальной планировкой в современном комплексе «Символ» в историческом районе Лефортово. Высокие потолки 3,1 м расширяют пространство.",resale,,Авиамоторная,14.0,2026-04-03 11:37:00
119,"1-комн. квартира, 35,3 м²","Москва, ЮЗАО, р-н Обручевский, Старокалужское ш.",Обручевский,55.659200,37.534803,geocoded,cian-page,0.93,23001480.0,35.3,1.0,10.0,45.0,https://www.cian.ru/sale/flat/324736384/,https://images.cdn-cian.ru/images/2838470661-2.jpg,Эргономичная квартира в ЖК «СТОУН Грэйн» с панорамными окнами на южную сторону. Комплекс бизнес+ класса расположен рядом с метро Калужская и Воронцовская.,свободная продажа,Монолитно-кирпичный,Калужская,8.0,2026-04-01 17:15:00
120,"Продается 4-комн. квартира, 138 м²","Москва, ЦАО, р-н Пресненский, Малая Бронная ул., 25",Пресненский,55.763123,37.594261,geocoded,cian-page,0.93,135000000.0,138.0,4.0,7.0,9.0,https://www.cian.ru/sale/flat/325024294/,https://images.cdn-cian.ru/images/2826699477-2.jpg,"Четырехкомнатная квартира в клубном доме на Патриарших прудах, с хозяйской спальней, двумя изолированными спальнями, большой кухней-гостиной и тремя балконами.",свободная продажа,кирпичный,Пушкинская,10.0,2026-04-03 09:48:00
121,"3-комн. квартира, 81,5 м²","Москва, ЦАО, р-н Пресненский, Малый Козихинский пер., 10С2",Пресненский,55.764161,37.596507,geocoded,cian-page,0.93,49900000.0,81.5,3.0,3.0,5.0,https://www.cian.ru/sale/flat/325024298/,https://images.cdn-cian.ru/images/2826699755-2.jpg,"Просторная светлая квартира в дореволюционном доме с потолками 3,3 м; мебель и техника могут остаться.",свободная продажа,Кирпичный,Пушкинская,9.0,2026-04-03 09:48:00
122,Тихая роскошь в центре Арбата,"Москва, 1-й Смоленский пер., 21",Арбат,55.749087,37.579279,geocoded,nominatim,0.55,120000000.0,107.0,4.0,6.0,7.0,https://www.cian.ru/sale/flat/325106075/,https://images.cdn-cian.ru/images/kvartira-moskva-1y-smolenskiy-pereulok-2739638411-1.jpg,Стильные апартаменты 107м² в клубном доме Smolensky De Luxe. Продуманная планировка с функциональным зонированием пространства.,resale,Монолитный,Смоленская,3.0,2026-04-03 11:34:00
123,"3-комн. квартира, 156,4 м²","Москва, ул. Арбат, 18С1",Арбат,55.750474,37.593919,geocoded,nominatim,0.55,154990000.0,156.4,3.0,4.0,7.0,https://www.cian.ru/sale/flat/325687275/,https://images.cdn-cian.ru/images/2767535384-2.jpg,Квартира в монолитно-кирпичном клубном доме 2004 года постройки на Арбате с дизайнерским ремонтом и видом на Старый Арбат.,resale,Монолитный,Арбатская,8.0,2026-04-02 21:17:00
124,"Дом готов. Выгода до 4,3 млн ₽ 2-комн. квартира, 64,5 м²","Москва, Береговой проезд, 2",Филевский парк,55.759468,37.508299,geocoded,nominatim,0.55,38486047.0,64.5,2.0,7.0,26.0,https://www.cian.ru/sale/flat/325691134/,https://images.cdn-cian.ru/images/2839130870-2.jpg,"Двухкомнатная квартира в готовом доме ЖК «Береговой-2» с панорамными окнами, видом на парк Фили и просторной кухней-гостиной.",первичная продажа,,Фили,4.0,2026-04-03 13:44:00
125,Квартира с видом на Кремль,"Москва, ул. Серафимовича, 2",Якиманка,55.744706,37.612855,geocoded,nominatim,0.55,125600000.0,140.6,4.0,8.0,12.0,https://www.cian.ru/sale/flat/325747968/,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serafimovicha-2769865709-1.jpg,Квартира в знаковой локации с открытым видом на Кремль и центр Москвы. Большая площадь и редкое предложение в историческом районе.,resale,Кирпичный,Боровицкая,11.0,2026-04-02 15:55:00
126,"ЦК! Виды! Тишина! 2-комн. квартира, 80 м²","Москва, ул. Спиридоновка, 19",Пресненский,55.761754,37.590628,geocoded,nominatim,0.55,95000000.0,80.0,2.0,2.0,9.0,https://www.cian.ru/sale/flat/325832273/,https://images.cdn-cian.ru/images/2837796531-2.jpg,"Квартира в номенклатурном доме на Патриарших с большим балконом, высокими потолками и видами на особняк Морозовой.",свободная продажа,,Баррикадная,13.0,2026-03-28 08:23:00
127,"Рассрочка 0% на апарт., 41.3 м²","Москва, 2-й Силикатный проезд, вл8",Хорошево-Мневники,55.768578,37.506874,geocoded,nominatim,0.55,19927250.0,41.3,2.0,8.0,28.0,https://www.cian.ru/sale/flat/325958509/,https://images.cdn-cian.ru/images/2837471812-2.jpg,"Апартаменты в новом проекте с возможностью рассрочки 0%. Современная архитектура, удобный выезд и близость к деловым районам.",primary,Монолитный,Хорошёво,19.0,2026-04-03 12:34:00
128,"Потолки 4 м | Авторский ремонт 5-комн. квартира, 178 м²","Москва, Чистопрудный бул., 14С3",Басманный,55.759954,37.644419,geocoded,nominatim,0.55,159000000.0,178.0,5.0,3.0,7.0,https://www.cian.ru/sale/flat/326437094/,https://images.cdn-cian.ru/images/2826692802-2.jpg,"Пятикомнатная квартира с авторским ремонтом в доходном доме на Чистопрудном бульваре: камин, столовая, две спальни, кабинет и высокие потолки 4 м.",resale,,Чистые пруды,8.0,2026-04-03 09:48:00
129,"3 комнаты, виды на зелень","Малая Никитская ул., 16/5",Пресненский,55.758962,37.591188,geocoded,nominatim,0.55,50500000.0,61.0,3.0,7.0,7.0,https://www.cian.ru/sale/flat/326582339/,https://images.cdn-cian.ru/images/2796617708-2.jpg,"3-комнатная квартира у Патриарших прудов в фасадном доме на Никитской улице. Уютная планировка: кухня, гостиная, две отдельные комнаты; окна выходят в тихий двор и на Гранатный переулок.",свободная продажа,Кирпичный,Баррикадная,11.0,2026-04-03 13:44
130,"Многокомнатная квартира, 196 м²","Москва, Фрунзенская наб., 50",Хамовники,55.718643,37.576889,geocoded,nominatim,0.55,189900000.0,196.0,6.0,12.0,16.0,https://www.cian.ru/sale/flat/326686500/,https://images.cdn-cian.ru/images/2800308236-1.jpg,Уникальный видовой двухуровневый пентхаус с камином и террасой в сталинском доме на Фрунзенской набережной в Хамовниках.,resale,Кирпичный,Спортивная,14.0,2026-04-02 21:46:00
131,"После ремонта С мебелью Есть торг 2-комн. квартира, 65 м²","Москва, Староволынская ул., 12к3",Очаково-Матвеевское,55.714778,37.476131,geocoded,nominatim,0.55,34800000.0,65.0,2.0,19.0,23.0,https://www.cian.ru/sale/flat/326725563/,https://images.cdn-cian.ru/images/kvartira-moskva-starovolynskaya-ulica-2835857583-1.jpg,"Двухкомнатная квартира после ремонта в ЖК «Волынский», полностью укомплектованная мебелью и техникой, с панорамным видом на МГУ.",свободная продажа,Монолитно-кирпичный,Матвеевская,18.0,2026-04-03 13:37:00
132,"4-комн. квартира, 495,9 м²","Москва, ЦАО, р-н Пресненский, Патриаршие Пруды микрорайон",Пресненский,55.765043,37.596552,geocoded,cian-page,0.93,1785240000.0,495.9,4.0,3.0,6.0,https://www.cian.ru/sale/flat/326778205/,https://images.cdn-cian.ru/images/2803230922-2.jpg,"Продается квартира с премиальной отделкой на 3-м этаже общей площадью 495,9 кв.м. в клубном доме «Левенсон» на Патриарших прудах. В проекте сочетаются исторические здания и современная архитектура.",долевое участие (214-ФЗ),Монолитный,Пушкинская,7.0,2026-04-01 14:57:00
133,"1-комн. квартира, 103.64 м²","Москва, Берсеневская наб., 6С5",Якиманка,55.740200,37.609509,geocoded,nominatim,0.55,362740000.0,103.64,1.0,4.0,6.0,https://www.cian.ru/sale/flat/326780795/,https://images.cdn-cian.ru/images/2844501773-1.jpg,"Просторная квартира в престижном проекте на Красном Октябре. Историческая набережная, клубный формат и высокая приватность.",primary,,Кропоткинская,12.0,2026-04-01 22:10:00
134,"5-комн. квартира, 120,2 м²","Москва, ЦАО, р-н Тверской, Тверская ул., 8к1",Тверской,55.762115,37.609631,geocoded,cian-page,0.93,95000000.0,120.2,5.0,4.0,8.0,https://www.cian.ru/sale/flat/326960383/,https://images.cdn-cian.ru/images/2826704334-2.jpg,"Просторная пятикомнатная квартира в историческом центре Москвы, рядом с Кремлем и Красной площадью.",свободная продажа,Кирпичный,Тверская,5.0,2026-04-03 09:48:00
135,"2-комн. квартира, 37 м²","Москва, ЦАО, р-н Басманный, Госпитальный пер., 8",Басманный,55.770259,37.689168,geocoded,cian-page,0.93,15640000.0,37.0,2.0,3.0,12.0,https://www.cian.ru/sale/flat/327108711/,https://images.cdn-cian.ru/images/kvartira-moskva-gospitalnyy-pereulok-2811768096-2.jpg,"Не аукцион, собственность физ. лица. Двухкомнатная квартира в Басманном районе: один собственник, никто не зарегистрирован, свободная продажа, документы чистые.",свободная продажа,,Бауманская,10.0,2026-04-02 15:25:00
136,"2-комн. квартира, 51,28 м²","Москва, Верейская ул., 29с32Д",Можайский,55.708562,37.435002,geocoded,cian-page,0.93,25564362.0,51.28,2.0,31.0,52.0,https://www.cian.ru/sale/flat/327542698/,https://images.cdn-cian.ru/images/2822821776-1.jpg,"Прямая продажа от застройщика. В ЖК Сет продается 2-комнатная квартира площадью 51.28 м² в корпусе А, на 31 этаже 52-этажного дома.",primary,Монолитный,Давыдково,5.0,2026-04-01 18:40:00
137,"3-комн. квартира, 84 м²","Москва, ЮЗАО, р-н Котловка, Севастопольский просп., 22А",Котловка,55.678570,37.593641,geocoded,cian-page,0.93,49700000.0,84.0,3.0,26.0,42.0,https://www.cian.ru/sale/flat/327650810/,https://images.cdn-cian.ru/images/kvartira-moskva-sevastopolskiy-prospekt-2825510169-2.jpg,"Евро 3-комнатная квартира в ЖК ENITEO с дизайнерским ремонтом, выполненным из премиальных материалов. Видовая квартира с панорамой города, МГУ и Москва-Сити.",свободная продажа,,Крымская,19.0,2026-04-03 13:21:00
138,Клубный квартал с набережной,"Москва, ЮАО, р-н Нагатинский затон, Дрим Рива жилой комплекс",Нагатинский затон,55.693764,37.683415,geocoded,cian-page,0.93,17442163.0,29.5,1.0,1.0,26.0,https://www.cian.ru/sale/flat/327686205/,https://images.cdn-cian.ru/images/2841564021-1.jpg,Компактная квартира в новом квартале с собственной набережной. Проект бизнес-класса рядом с метро и рекой.,primary,Монолитно-кирпичный,Дубровка,6.0,2026-04-02 09:40:00
